Symbol,log2FC,log2RPM,p-value,FDR,Current Symbol,Current FBgn
CG13016,0.336311369,3.463241836,0.250540944,0.471646779,CG13016,FBgn0033899
CG6325,-0.307191397,4.09861566,0.250546036,0.471646779,CG6325,FBgn0037814
CG11168,0.24023811,5.023028637,0.250675696,0.47179255,CG11168,FBgn0039249
CG14220,0.307317954,4.036805503,0.250740938,0.471817044,CG14220,FBgn0031036
CG7441,-0.239010324,5.222453449,0.251308629,0.472786788,CG7441,FBgn0036763
CG4935,0.476882339,2.513083098,0.251639306,0.473310325,CG4935,FBgn0028897
gw,-0.181834082,8.486660181,0.251831823,0.473573832,gw,FBgn0051992
Fur1,-0.181887052,7.634019008,0.252229954,0.474223809,Fur1,FBgn0004509
CG9866,0.235394927,5.289797726,0.252398597,0.474442141,Atxn7,FBgn0031420
CG6425,-0.848398452,0.491317953,0.2525765,0.474677782,CG6425,FBgn0039449
CG14528,1.005105853,0.420978958,0.252638087,0.474694775,CG14528,FBgn0039611
CG3831,-0.321595687,3.801405714,0.252732347,0.474773139,CG3831,FBgn0034804
CG2260,0.357354832,3.227631954,0.253018298,0.475211497,CG2260,FBgn0030000
CG6752,-0.337365445,3.397659727,0.25308203,0.475232397,CG6752,FBgn0038296
ssh,0.171357531,6.761143243,0.253201033,0.475289972,ssh,FBgn0029157
CG6444,0.25484951,4.663915046,0.253228993,0.475289972,Dpy-30L1,FBgn0032293
CG32137,-0.177147645,8.233292717,0.253270525,0.475289972,CG32137,FBgn0052137
Caki,-0.177492349,7.338796019,0.253572481,0.475757797,CASK,FBgn0013759
CG31367,-0.26902068,5.709157653,0.253654846,0.475800064,CG42724,FBgn0261641
Unr,-0.182604063,7.021339487,0.253700344,0.475800064,Unr,FBgn0263352
CG13776,-0.391681858,2.880233533,0.254001174,0.476265382,"CG43321 , CG43322","FBgn0263026 , FBgn0263027"
CG2006,0.446120747,2.579949709,0.254207141,0.476552669,CG2006,FBgn0039664
CG32458,-0.270150238,4.45892533,0.254911944,0.477774794,nrm,FBgn0262509
dm,-0.270729602,4.522079689,0.255124377,0.478037626,dm,FBgn0262656
CG14867,-0.567238852,1.635700864,0.255158007,0.478037626,Rbp,FBgn0262483
slp2,-0.220516098,4.935134078,0.255370607,0.478336732,slp2,FBgn0004567
mri,0.210434795,5.297051124,0.255706305,0.478866244,mri,FBgn0035107
Cnx99A,0.174698393,8.116813768,0.256113066,0.479528588,Cnx99A,FBgn0015622
CG11414,-0.188056392,6.209615476,0.256710496,0.480393647,CG11414,FBgn0035024
sqz,-0.357035698,3.547761673,0.256717328,0.480393647,sqz,FBgn0010768
CG3532,-0.218057306,5.049403707,0.256760141,0.480393647,GCC185,FBgn0037979
fru,0.19184041,6.541498757,0.256787793,0.480393647,fru,FBgn0004652
Ssb-c31a,-0.25110223,4.610759614,0.257141141,0.480955087,Ssb-c31a,FBgn0015299
Rap2l,-0.219826623,5.555177308,0.257398969,0.481313026,Rap2l,FBgn0025806
chrw,0.263669912,4.450061235,0.257439068,0.481313026,RabX1,FBgn0015372
ck,-0.173673389,6.769820918,0.257557604,0.481435008,ck,FBgn0000317
CG7757,0.204017756,5.44987011,0.257667112,0.481540069,Prp3,FBgn0036915
Or85b,0.218306499,5.751731141,0.257801868,0.481692259,Or85b,FBgn0037590
Nufip,-0.455382613,2.420690046,0.258064385,0.482083055,Nufip,FBgn0036812
vig,-0.172165199,6.995642785,0.258132844,0.482111249,vig,FBgn0024183
nompB,-0.179715673,5.762998016,0.258357596,0.482270274,nompB,FBgn0016919
Rab-RP3,0.255109785,4.620361262,0.258372864,0.482270274,Rab19,FBgn0015793
CG33960,-0.260977,4.588070006,0.258482285,0.482270274,Sema-2b,FBgn0264273
CG13650,-0.199229905,6.643462559,0.258485232,0.482270274,CG13650,FBgn0039277
Sin1,-0.286221303,4.026780192,0.258548449,0.482270274,Sin1,FBgn0033935
CG1316,0.178931837,5.768359318,0.258619612,0.482270274,CG1316,FBgn0035526
CG17341,0.65989132,1.538977457,0.25863194,0.482270274,CG17341,FBgn0028906
CG15629,0.777577368,0.609714933,0.258668877,0.482270274,CG15629,FBgn0031630
CG8001,0.224728041,4.949727087,0.258698445,0.482270274,CG8001,FBgn0035268
CG8924,-0.344670464,3.685367855,0.258780871,0.482324405,CG8924,FBgn0030710
CG10724,0.219817673,5.343972144,0.259125771,0.482867619,flr,FBgn0260049
Gbeta13F,-0.173748831,7.120614591,0.259197854,0.482902333,Gbeta13F,FBgn0001105
Rala,-0.177991456,5.987948109,0.25937169,0.48307664,Rala,FBgn0015286
ATPsyn-Cf6,-0.178000814,8.498244145,0.25939836,0.48307664,ATPsyn-Cf6,FBgn0016119
CG3624,0.653490378,2.731536174,0.259626698,0.483402223,babos,FBgn0034724
CG10006,0.616759824,1.159982014,0.259806047,0.483566629,Zip71B,FBgn0036461
Gbp,0.22541703,4.894306456,0.259822052,0.483566629,Prp19,FBgn0261119
CG9520,-0.182849325,5.817945557,0.260112641,0.483969611,C1GalTA,FBgn0032078
CG5482,0.160301482,6.965531613,0.26014572,0.483969611,CG5482,FBgn0034368
CG13663,0.29746121,3.838179865,0.260919962,0.485310055,CG13663,FBgn0039291
Rfx,0.18644556,6.907961125,0.261116619,0.485575862,Rfx,FBgn0020379
CG11902,0.259892009,4.602787489,0.261214562,0.48558238,CG11902,FBgn0028647
l-2-35Bg,0.190742778,5.822704222,0.261227625,0.48558238,CIAPIN1,FBgn0001977
unc-5,-0.181567956,5.783093306,0.261367742,0.485742889,unc-5,FBgn0034013
Moe,-0.173672841,9.40967275,0.261467537,0.48582841,Moe,FBgn0011661
l-3-neo38,-0.219400928,5.332665805,0.261761376,0.486274372,l(3)neo38,FBgn0265276
CG6750,0.17910242,6.09331124,0.262021437,0.486654999,CG6750,FBgn0032292
nuf,0.168262421,7.544840905,0.262074006,0.486654999,nuf,FBgn0013718
CG33092,0.930705085,1.349880017,0.262160966,0.486685633,P5CDh2,FBgn0053092
Nedd8,-0.281709995,4.082597428,0.262198248,0.486685633,Nedd8,FBgn0032725
CG7341,0.614871346,1.148926102,0.262343471,0.48685516,CG7341,FBgn0036777
l-2-37Cg,-0.506570968,2.140667614,0.262406487,0.486872089,l(2)37Cg,FBgn0086447
CG31288,0.351680465,7.690777045,0.262489477,0.486926065,CG31288,FBgn0051288
CG14518,-0.506771504,1.948326811,0.262592655,0.486987752,CG14518,FBgn0039621
CG18265,-0.362595449,3.575307504,0.262630543,0.486987752,CG18265,FBgn0036725
otu,-0.935889209,0.727713641,0.262745111,0.487100213,otu,FBgn0003023
DNApol-alpha50,0.680828421,0.857854836,0.262979921,0.487435495,DNApol-alpha50,FBgn0011762
CG10990,-0.196698637,6.715791199,0.263196532,0.487736918,Pdcd4,FBgn0030520
CG4725,0.824585425,0.462593591,0.263313288,0.487799731,CG4725,FBgn0039022
CG15295,-0.484294099,2.824612702,0.26336185,0.487799731,CG43347,FBgn0263072
ed,0.197523657,6.013662148,0.263392416,0.487799731,ed,FBgn0000547
CG33505,-0.45591767,2.455569557,0.263463891,0.487811203,U3-55K,FBgn0053505
CG3032,-0.556303509,1.815915111,0.263506605,0.487811203,CG3032,FBgn0029928
CG12106,0.407483841,2.715657933,0.263755008,0.488171019,CG12106,FBgn0030100
CG30466,-0.326049169,3.468689875,0.263966337,0.488342841,CG30466,FBgn0050466
CG11844,-0.168717557,6.869401683,0.263987995,0.488342841,vig2,FBgn0046214
pst,-0.225016486,8.079488825,0.264040113,0.488342841,pst,FBgn0035770
CG1531,0.166583119,6.563751445,0.264064067,0.488342841,CG42593,FBgn0260970
CG5629,-0.207169096,5.608604225,0.264294592,0.488669125,Ppcs,FBgn0261285
CG4681,-0.661392837,0.877899337,0.264458033,0.488871265,CG4681,FBgn0069913
CG18324,-0.240898642,4.744379487,0.264952237,0.489682643,CG18324,FBgn0033905
CG15459,0.476766466,1.941156272,0.265016434,0.489682643,CG15459,FBgn0031108
CG32344,-0.313598842,3.987417748,0.265060134,0.489682643,CG32344,FBgn0052344
CG9948,-0.485654022,2.51916185,0.265113771,0.489682643,CG9948,FBgn0035721
CG11093,-0.289580755,3.894683186,0.265248255,0.489830895,fuss,FBgn0039932
Tollo,-0.305158667,4.077577319,0.265334908,0.489890774,Tollo,FBgn0029114
CG3397,0.73160311,1.559092507,0.265712902,0.490488425,CG3397,FBgn0037975
CG1275,0.200644881,5.467974045,0.26578484,0.49052099,CG1275,FBgn0035321
CG31554,0.434521884,3.370564114,0.265951774,0.490666094,CG42675,FBgn0261561
CG13090,0.285990498,3.913560955,0.26597209,0.490666094,CG13090,FBgn0032054
CG31086,-0.32280277,3.699269722,0.266054853,0.490718567,CG31086,FBgn0051086
CG4764,0.204987108,5.349063512,0.266144491,0.490783697,Vps29,FBgn0031310
SRm160,-0.182763228,6.241252861,0.266232224,0.490845289,SRm160,FBgn0036340
CG12765,0.341925264,3.637694753,0.266898563,0.491973398,fsd,FBgn0033813
LamC,0.170209025,6.532670156,0.267005058,0.492026708,LamC,FBgn0010397
NitFhit,0.207125655,5.60749667,0.267036413,0.492026708,NitFhit,FBgn0024945
CG10949,-0.297141205,4.021908021,0.267467851,0.492584684,CG10949,FBgn0032858
MAPk-Ak2,-0.172099009,7.759154182,0.267487453,0.492584684,MAPk-Ak2,FBgn0013987
CycK,0.197720799,5.83957886,0.267502818,0.492584684,CycK,FBgn0025674
Rpb5,0.286509526,4.439893222,0.267738966,0.492919059,Rpb5,FBgn0033571
CG2225,-0.210312228,5.372222451,0.26823302,0.493728017,CG2225,FBgn0032957
CG12253,-0.457536919,2.441569735,0.268560581,0.494230249,CG12253,FBgn0026148
Fer2LCH,-0.176493795,9.735122837,0.268792391,0.494556101,Fer2LCH,FBgn0015221
CG2321,-0.484037439,2.259218428,0.268904808,0.494662195,CG2321,FBgn0039663
GluClalpha,-0.605645448,1.301112682,0.269039514,0.494710565,GluClalpha,FBgn0024963
Mlc2,0.474184958,5.831648787,0.269082528,0.494710565,Mlc2,FBgn0002773
Adk3,0.321973047,3.771104827,0.269095386,0.494710565,Adk3,FBgn0042094
Mhcl,-0.171394765,6.797504302,0.269225902,0.494806081,Mhcl,FBgn0026059
Rab6,-0.171653394,6.648076763,0.269325901,0.494806081,Rab6,FBgn0015797
CG32551,1.464389271,1.177990778,0.269351202,0.494806081,CG32551,FBgn0052551
CG9795,-0.166856845,6.356870353,0.269366428,0.494806081,CG9795,FBgn0037234
ptr,-0.171052081,7.677059974,0.269475673,0.494906125,ptr,FBgn0003159
CG11151,0.171282904,7.704774785,0.269542119,0.494927541,CG11151,FBgn0030519
cyp33,0.293825995,3.965302297,0.269627316,0.494983372,cyp33,FBgn0028382
CG3893,-0.526281259,1.606567207,0.269954667,0.495366191,arx,FBgn0036826
CG10348,0.482990514,2.242268103,0.269965566,0.495366191,CG10348,FBgn0032707
CG17816,-0.179132847,7.168766467,0.270038042,0.495366191,CG17816,FBgn0037525
CG11695,0.257415862,4.617352942,0.270055179,0.495366191,CG11695,FBgn0030316
poly,0.217410297,5.264352786,0.270130515,0.495403791,poly,FBgn0086371
CG15738,0.342466606,3.979424899,0.270245652,0.495422731,sicily,FBgn0030352
CG2656,0.297272891,4.549421893,0.270304652,0.495422731,CG2656,FBgn0037478
RN-tre,-0.1730095,6.152180294,0.270305362,0.495422731,RN-tre,FBgn0020620
CG6443,0.285005717,4.257436767,0.270639939,0.495935336,CG6443,FBgn0032290
CG12909,-0.456084298,2.550755116,0.271107899,0.496692103,CG12909,FBgn0033507
Cad88C,0.40898829,2.641469407,0.271396999,0.497120943,Cad88C,FBgn0038247
Wsck,0.252607575,4.579064861,0.271485691,0.497182593,Wsck,FBgn0046685
pcm,0.184292007,5.681243773,0.271910906,0.497860381,pcm,FBgn0020261
Eip93F,0.186262227,6.583628926,0.271978442,0.497883131,Eip93F,FBgn0264490
dgt6,0.378292136,2.861797184,0.272478312,0.498697138,dgt6,FBgn0039638
CG14234,-0.195308823,5.4156541,0.27258221,0.498786245,CG14234,FBgn0031065
Pglym78,0.174375837,8.168572508,0.272945125,0.499349182,Pglym78,FBgn0014869
CG6791,-0.187017544,5.870351904,0.273388228,0.500058564,CG6791,FBgn0037918
CG1845,0.189463574,5.479053663,0.273613128,0.500284846,Br140,FBgn0033155
HLHm7,-0.651909425,0.882439183,0.273641658,0.500284846,E(spl)m7-HLH,FBgn0002633
Cf2,0.178699276,6.125478171,0.273678073,0.500284846,Cf2,FBgn0000286
mtSSB,0.310434877,3.596268998,0.273764279,0.50034119,mtSSB,FBgn0010438
pll,0.305149389,4.335038988,0.273919144,0.500522966,pll,FBgn0010441
Sse,-0.921595738,0.443174501,0.274286384,0.501092658,Sse,FBgn0035627
CG30349,0.24926964,4.637357315,0.274643102,0.501642901,CG30349,FBgn0050349
or,0.272401381,4.091998467,0.274812833,0.501851451,or,FBgn0003008
Smc5,-0.27464121,4.125201079,0.27491724,0.501940652,Smc5,FBgn0052438
Ho,-0.197464962,5.545506582,0.275080383,0.502137034,Ho,FBgn0037933
cbs,0.205764434,4.936367551,0.275248105,0.502341693,cbs,FBgn0086757
CG34342,0.175919497,8.166731107,0.275384115,0.502488406,CG34342,FBgn0085371
CG17612,-0.36354203,2.919185418,0.275725345,0.503009444,CG17612,FBgn0031597
Pep,0.177145729,8.444885426,0.275816611,0.503074352,Pep,FBgn0004401
CG5989,0.217832359,5.013537842,0.27646516,0.504155482,CG5989,FBgn0017429
CG17683,-0.166651772,6.226122702,0.276565878,0.504155711,CG17683,FBgn0262115
CG8116,-0.293850012,4.020032513,0.276576899,0.504155711,CG8116,FBgn0037614
CG16712,-0.544749605,6.361189491,0.277285015,0.505344528,CG16712,FBgn0031561
mip130,0.213579481,5.107992982,0.277714326,0.505976829,mip130,FBgn0023509
pncr012-2L,0.605373212,1.567578595,0.277746741,0.505976829,Uhg3,FBgn0259936
Cks85A,0.400984613,2.708337375,0.277799986,0.505976829,Cks85A,FBgn0037613
CG10566,-0.238102772,4.70432139,0.277875519,0.506012385,CG10566,FBgn0037050
CG15816,0.625154427,2.30449491,0.277989169,0.506025026,CG42684,FBgn0261570
mael,0.92363088,0.213068652,0.278018132,0.506025026,mael,FBgn0016034
CG11898,-0.948546719,0.419712579,0.278126342,0.506025026,CG11898,FBgn0039645
Amyrel,-0.891558824,0.432842119,0.278144844,0.506025026,Amyrel,FBgn0020506
Rep4,-0.247531124,4.420947249,0.278162528,0.506025026,Drep-4,FBgn0028406
CG15443,0.283345656,4.162623574,0.278342895,0.506240266,CG15443,FBgn0031609
CG13982,-0.40712228,2.659015745,0.27839292,0.506240266,CG13982,FBgn0031811
Sdc,0.167542007,6.275532905,0.278562296,0.506446324,Sdc,FBgn0010415
fs-1-K10,-0.228300888,4.841456613,0.279178392,0.507396193,fs(1)K10,FBgn0000810
cpb,0.165759021,6.044567319,0.279197086,0.507396193,cpb,FBgn0011570
GNBP2,0.181120005,6.07558233,0.279356573,0.507501702,GNBP2,FBgn0040322
fab1,-0.719377768,0.682011196,0.279367497,0.507501702,fab1,FBgn0028741
dsd,-0.160307091,6.320207835,0.279453312,0.507555532,dsd,FBgn0039528
CG4743,-0.360232319,3.246898264,0.279595406,0.507711538,CG4743,FBgn0039357
CG33213,-0.435491198,2.414990588,0.27980634,0.507924539,CG33213,FBgn0053213
CG9705,-0.187717159,6.447331371,0.279825153,0.507924539,CG9705,FBgn0036661
CG6567,0.30671442,3.731582681,0.279930657,0.508013973,CG6567,FBgn0037842
CG14964,0.518491532,2.507251914,0.280018883,0.508072021,CG14964,FBgn0035410
Sec61gamma,0.210092144,5.345929514,0.280180696,0.508263535,Sec61gamma,FBgn0031049
Prosbeta5,0.164398983,7.476971824,0.280466652,0.508662489,Prosbeta5,FBgn0029134
Hsc70-1,0.65696868,3.074545933,0.28051323,0.508662489,Hsc70-1,FBgn0001216
CG2519,-0.177055137,7.320889823,0.280570476,0.508664194,CG2519,FBgn0037336
Pde9,-0.294543768,4.381627969,0.280973804,0.509293208,Pde9,FBgn0259171
Arc42,0.199333378,5.463585431,0.281031975,0.509296462,Arc42,FBgn0038742
CG5510,0.218133953,4.772461651,0.281191928,0.509398712,CG5510,FBgn0039160
Arp14D,-0.165537145,6.316497202,0.281201171,0.509398712,Arp2,FBgn0011742
Pms2,-0.275933004,3.969276492,0.281279815,0.509439024,Pms2,FBgn0011660
coro,-0.194769016,5.626287889,0.281409092,0.509473943,coro,FBgn0265935
CG17689,0.248040828,5.494254207,0.281411886,0.509473943,Spt20,FBgn0036374
Karl,-0.621148885,1.805646941,0.282430339,0.511215323,Karl,FBgn0030334
CG34186,-0.309459116,3.63860098,0.282705253,0.511610428,Rpb12,FBgn0262954
CG41240,-0.381534156,3.08092371,0.282821867,0.511685218,CG41240,FBgn0085568
Obp19b,-0.258488816,4.994042909,0.282936534,0.511685218,Obp19b,FBgn0031110
CG4984,-0.887555873,0.473222094,0.28302247,0.511685218,CG4984,FBgn0034267
CG13365,-0.215027517,4.817344079,0.283022995,0.511685218,CG13365,FBgn0029529
ci,-0.188703651,5.3048166,0.28302978,0.511685218,ci,FBgn0004859
CG32591,-0.456067135,2.287154208,0.283356874,0.51217407,CG32591,FBgn0052591
CG4461,0.707917685,2.891724873,0.283502371,0.512334551,CG4461,FBgn0035982
betaInt-nu,0.517712933,2.328408133,0.283773047,0.512686353,Itgbetanu,FBgn0010395
MRG15,0.226285308,5.054687072,0.283810543,0.512686353,MRG15,FBgn0027378
yin,-0.340904962,4.179684612,0.284486261,0.513804255,yin,FBgn0265575
CG7770,-0.171114847,5.701402416,0.284672545,0.514037932,CG7770,FBgn0036918
Hex-C,0.578949258,1.512708414,0.28482449,0.51412452,Hex-C,FBgn0001187
CG6066,-0.36678689,3.329052965,0.284834317,0.51412452,CG6066,FBgn0039488
gprs,-0.212630303,5.511600004,0.285042305,0.51439716,gprs,FBgn0024232
CG7646,-0.180364137,5.638368595,0.285212678,0.514549584,CG7646,FBgn0036926
CG30475,-0.311652917,3.665295958,0.285254577,0.514549584,aPKC,FBgn0261854
CG7000,-0.173360141,10.53897503,0.285347298,0.514549584,Snmp1,FBgn0260004
MYPT-75D,0.16402842,7.21483532,0.285354595,0.514549584,MYPT-75D,FBgn0036801
Galpha73B,-0.21887312,5.798074954,0.285425399,0.514574548,Galphaf,FBgn0010223
Kr-h2,0.174589413,7.815525985,0.285622851,0.51482778,Kr-h2,FBgn0266449
CG13005,-0.451303784,2.667558251,0.285802406,0.515044878,CG13005,FBgn0030794
CG4738,0.217455964,4.787014892,0.285857319,0.515044878,Nup160,FBgn0262647
CG14463,0.307889751,3.683635986,0.286040719,0.515272553,CG14463,FBgn0037535
tub,0.183492492,5.535710771,0.286197702,0.515452559,tub,FBgn0003882
SP1173,-0.197724912,6.734468725,0.286276072,0.515490938,SP1173,FBgn0035710
CG5013,0.355503306,3.182781308,0.286349979,0.515521266,CG5013,FBgn0038396
CG13025,-0.3792562,3.05663679,0.286534961,0.515662529,CG13025,FBgn0036660
Gga,0.179695314,5.493046884,0.286542605,0.515662529,Gga,FBgn0030141
Sin,0.268784388,4.053214667,0.28674217,0.515874449,Sin,FBgn0028402
CG3704,-0.259276173,4.398929049,0.286774572,0.515874449,CG3704,FBgn0040346
CG18302,-0.200264562,7.423763927,0.287000825,0.516092427,CG18302,FBgn0032266
CG14834,0.778902074,0.90325898,0.287010001,0.516092427,CG14834,FBgn0035768
gatA,-0.271329642,3.953928183,0.287497338,0.516709367,gatA,FBgn0260779
CG7839,-0.240674927,4.486994947,0.28753559,0.516709367,CG7839,FBgn0036124
Cdk7,0.28904158,3.811878985,0.287578419,0.516709367,Cdk7,FBgn0263237
CG15160,-0.208384387,5.029035141,0.287581879,0.516709367,CG15160,FBgn0032688
mRpS30,-0.200910096,5.478759503,0.287679832,0.516734373,mRpS30,FBgn0030692
CG1971,-0.565941159,1.95118748,0.287710194,0.516734373,CG1971,FBgn0039881
CG8791,0.506116248,1.758871587,0.287792496,0.516771192,CG8791,FBgn0033234
Cdk8,0.460464753,2.524032056,0.287871529,0.516771192,Cdk8,FBgn0015618
CG4119,-0.178614202,5.834561766,0.287902304,0.516771192,CG4119,FBgn0028474
CG32521,-0.162761339,8.794398977,0.288069912,0.516969325,CG32521,FBgn0052521
CG10933,0.415709551,2.446015307,0.288308125,0.517294061,CG10933,FBgn0034264
CG42339,-0.309104488,3.733096704,0.288491381,0.517520083,CG42339,FBgn0259241
CycG,-0.165700819,9.408932021,0.288851121,0.518062543,CycG,FBgn0039858
snRNP69D,-0.392831526,2.864243983,0.288948894,0.518135035,SmD1,FBgn0261933
CG7272,-0.18957258,7.238117396,0.289076765,0.51826146,CG7272,FBgn0036501
CG9531,0.229443691,4.692237777,0.289142506,0.518276469,CG9531,FBgn0031817
CG15321,-0.50762724,2.092840285,0.289829048,0.519343803,nej,FBgn0261617
YT521-B,-0.17464025,7.095453587,0.28987351,0.519343803,YT521-B,FBgn0027616
CG3499,-0.163141044,6.035940353,0.289928299,0.519343803,CG3499,FBgn0034792
Rpn5,0.15542357,6.882322763,0.289997542,0.519343803,Rpn5,FBgn0028690
DIP1,0.176929497,7.704349438,0.290073663,0.519343803,DIP1,FBgn0024807
sws,0.162756765,8.188858592,0.290085487,0.519343803,sws,FBgn0003656
if,0.167602705,7.293866522,0.290140378,0.519343803,if,FBgn0001250
Nsf2,0.160133987,6.275110289,0.290355043,0.519625091,Nsf2,FBgn0266464
Jafrac1,-0.16333964,9.592482672,0.290475527,0.519737752,Jafrac1,FBgn0040309
Bka,-0.353061362,3.299346518,0.290664831,0.519973481,Bka,FBgn0010520
koi,-0.345822191,3.294334926,0.291150829,0.520519427,koi,FBgn0265003
CG4676,-0.55054894,1.296242548,0.291156189,0.520519427,CG4676,FBgn0033815
CG5798,-0.174565137,5.523907817,0.291277748,0.520519427,Ubpy,FBgn0038862
CG3409,0.169768941,6.796398352,0.291306316,0.520519427,CG3409,FBgn0033095
CG1120,-0.398558179,3.117898703,0.291356199,0.520519427,IntS10,FBgn0035462
lin-28,-0.677944519,0.806457022,0.291363067,0.520519427,lin-28,FBgn0035626
CG11873,-0.193105841,6.687191915,0.291373339,0.520519427,CG11873,FBgn0039633
CG18213,-0.522298639,1.919559605,0.291473346,0.520595137,CG18213,FBgn0038470
CG6196,0.368410237,3.088378809,0.291795826,0.521040214,Trs33,FBgn0266722
RhoBTB,0.184650325,7.108672864,0.291840797,0.521040214,RhoBTB,FBgn0036980
Ptpa,0.229073583,4.996953879,0.291914644,0.521040214,Ptpa,FBgn0016698
Hexo2,0.2915055,4.064450892,0.291953239,0.521040214,Hexo2,FBgn0041629
CG34294,-0.387415231,3.084385233,0.29217231,0.521310798,tau,FBgn0266579
CG3149,0.168885088,5.714173486,0.292220266,0.521310798,CG3149,FBgn0027564
CG33116,-0.344495338,3.557076704,0.29249826,0.521703707,CG33116,FBgn0053116
CG8108,0.173763353,7.700479716,0.292880184,0.522171701,CG8108,FBgn0027567
cactin,0.232530464,5.087667094,0.292921462,0.522171701,cactin,FBgn0031114
CG5886,-0.302490163,3.709028575,0.292948181,0.522171701,CG5886,FBgn0039379
beat-IIa,-0.529347444,1.876663325,0.292991848,0.522171701,beat-IIa,FBgn0038498
CG9172,-0.158347414,7.570714,0.293128539,0.522194367,CG9172,FBgn0030718
Obp18a,0.619637822,2.62071875,0.293188612,0.522194367,Obp18a,FBgn0030985
CG15365,0.338489573,3.210992831,0.293198063,0.522194367,CG15365,FBgn0030077
CG4230,-0.161576264,6.271734575,0.293283677,0.522194367,CG4230,FBgn0031683
