all_types	stage	cell
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_N2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_G6-1-0
VL1_VM1	adult	ORN_10day_nuclei_P3_A9-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P5_M16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_C10-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P9_I4-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P2_K21-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P24-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P3_C15-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_G8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_L19-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P5_N13-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_J19-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_D23-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_A19-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F1-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_H22-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P5_D21-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_B19-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_M5-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E10-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P6_J10-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E5-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_M12-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_J7-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P7_I4-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_O4-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_I6-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_K12-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P2_N14-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P2_L14-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_M11-1-0
VP4_VP1d_VP2	adult	ORN_10day_nuclei_P2_K8-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F5-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_I15-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_N6-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P9_C10-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_B19-1-0
VP1l_VP3	adult	ORN_10day_nuclei_P2_H16-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P2_E9-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P1_K23-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_D6-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P1_K1-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P8_F3-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P8_F17-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P8_I3-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E12-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_D13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_K6-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P3_H8-1-0
VA1v	adult	ORN_10day_nuclei_P3_A17-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_H6-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P5_J8-1-0
NaN	adult	ORN_10day_nuclei_P2_B16-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P7_B4-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P7_D16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_A16-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_N14-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_P1-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P1_M19-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P7_F15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_P17-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P3_K12-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_E15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_E2-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P1_I9-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P8_C4-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_M2-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_O19-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P5_E20-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_I17-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E7-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P7_M1-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P2_N9-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P5_M23-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_H8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_A21-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_K12-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_F18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_H20-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_G4-1-0
NaN	adult	ORN_10day_nuclei_P3_M11-1-0
VL1_VM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_H17-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J23-1-0
VL1_VM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_A19-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P2_B11-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P2_D15-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_G15-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_B10-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E2-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_G23-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P2_G14-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P5_M11-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_M13-1-0
NaN	adult	ORN_10day_nuclei_P2_L9-1-0
VA1v	adult	ORN_10day_nuclei_P3_L20-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_J24-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P3_P14-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_H11-1-0
VL1_VM1	adult	ORN_10day_nuclei_P2_D16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_C14-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P1_G1-1-0
VM3_VA5	adult	ORN_10day_nuclei_P2_O21-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E18-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_N17-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P8_C16-1-0
DC1	adult	ORN_10day_nuclei_P2_D24-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P10_I17-1-0
DA1	adult	ORN_10day_nuclei_P2_K1-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_L11-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P5_C15-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_N20-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_N12-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_N7-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P5_C18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_A4-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P8_D15-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P3_M2-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_P10-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_H17-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_B19-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_E2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_J5-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P5_J5-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_H7-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_O1-1-0
DC1	adult	ORN_10day_nuclei_P2_E17-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B17-1-0
NaN	adult	ORN_10day_nuclei_P2_L16-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_F8-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P9_M3-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F22-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_C20-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_M9-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P5_N10-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_L8-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P1_J7-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_J5-1-0
VA1v	adult	ORN_10day_nuclei_P3_G18-1-0
DL3	adult	ORN_10day_nuclei_P3_C22-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_J3-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P1_E13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B12-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P1_P15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_B8-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P1_D10-1-0
VL1_VM1	adult	ORN_10day_nuclei_P3_M16-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_P6-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P9_A22-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P1_J11-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P18-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_F3-1-0
DL3	adult	ORN_10day_nuclei_P3_K22-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_E16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_J18-1-0
VL1_VM1	adult	ORN_10day_nuclei_P3_O13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_P14-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P9_L8-1-0
DA1	adult	ORN_10day_nuclei_P3_O21-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P8_K17-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P9_K12-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_H10-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_L6-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_L13-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K20-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_A8-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P8_G23-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P5_E13-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_I19-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_D15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_A6-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P3_F20-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P2_L21-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_P5-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_E4-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_P18-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P8_F13-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_F2-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_L9-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_A18-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B3-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_L24-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_N7-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_N17-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P9_K5-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_M18-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P8-1-0
VA2	adult	ORN_10day_nuclei_P2_C15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_O10-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P2_F20-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M17-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P7_J7-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_F2-1-0
DA1	adult	ORN_10day_nuclei_P2_K2-1-0
NaN	adult	ORN_10day_nuclei_P2_I14-1-0
VA2	adult	ORN_10day_nuclei_P2_B5-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_F5-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_D10-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_B15-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_B12-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K7-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P6_P6-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P11-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_K20-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_I16-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_H18-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_B6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_I23-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_E15-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D3-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P5_L12-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F10-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F6-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P3_G9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_J21-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_F16-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P5_K6-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P19-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P6_H12-1-0
NaN	adult	ORN_10day_nuclei_P3_B17-1-0
VA1d	adult	ORNnuclei_adult_nSybUNC84GFP_P3_A12-1-0
VA1d	adult	ORNnuclei_adult_nSybUNC84GFP_P2_N7-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M21-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_O16-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_P4-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P9_H23-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_L14-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_F10-1-0
VA2	adult	ORN_10day_nuclei_P3_K5-1-0
VA1d	adult	ORNnuclei_adult_nSybUNC84GFP_P8_O20-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P7_J21-1-0
DA1	adult	ORN_10day_nuclei_P2_A11-1-0
NaN	adult	ORN_10day_nuclei_P2_J21-1-0
NaN	adult	ORN_10day_nuclei_P2_H11-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_K13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_O2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_I3-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_C3-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P9_K3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_P8-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_P2-1-0
NaN	adult	ORN_10day_nuclei_P3_I5-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P3_I5-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_C23-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_H5-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P9_F17-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P3_G2-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_P20-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_O15-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_C12-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_L15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_J17-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P6_L3-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P2_C4-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_G5-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P5_K16-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P3_P19-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_H11-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P5_G2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_K14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_J6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B6-1-0
DA1	adult	ORN_10day_nuclei_P2_I21-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_M9-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_F15-1-0
NaN	adult	ORN_10day_nuclei_P2_H8-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_O13-1-0
DM1	adult	ORN_10day_nuclei_P2_N10-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P10_J18-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P6-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_J23-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P1_M9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_D9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_C12-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P6_A14-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_O5-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_B3-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P1_A15-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K11-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D17-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_G22-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_N2-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_I2-1-0
NaN	adult	ORN_10day_nuclei_P3_C9-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_H18-1-0
VL1_VM1	adult	ORN_10day_nuclei_P2_B18-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_A18-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P1_L24-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_F24-1-0
VA1d	adult	ORN_10day_nuclei_P3_O5-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P5_K3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_F6-1-0
VA2	adult	ORN_10day_nuclei_P3_B7-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P5_J1-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P1_I7-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_L2-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P10_L16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_M2-1-0
NaN	adult	ORN_10day_nuclei_P3_I8-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B8-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M10-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P7_E12-1-0
DL2d/v_DP1l_VC3l	adult	ORN_10day_nuclei_P2_E20-1-0
NaN	adult	ORN_10day_nuclei_P2_K5-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P6_N2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_N11-1-0
NaN	adult	ORN_10day_nuclei_P3_K2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_F1-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_F16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_D10-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_G13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_I2-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P6_O14-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_A20-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P1_L1-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P10_F14-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P1_H15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E9-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_H1-1-0
VA1d	adult	ORNnuclei_adult_nSybUNC84GFP_P1_M3-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_L5-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P1_A5-1-0
DM4	adult	ORN_10day_nuclei_P3_D8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_D21-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P9_F2-1-0
DA1	adult	ORN_10day_nuclei_P3_G7-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P1_K4-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P7_C7-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_I21-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_G15-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J19-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P9_H13-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P2_H4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_L12-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_B6-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_D11-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P3_G19-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_F12-1-0
V	adult	ORN_10day_nuclei_P2_N9-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P5_I9-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P2_O13-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_D23-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_O14-1-0
NaN	adult	ORN_10day_nuclei_P2_O11-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P3_A13-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_B16-1-0
VA1v	adult	ORN_10day_nuclei_P3_F17-1-0
DC1	adult	ORN_10day_nuclei_P2_G2-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B23-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P1_K8-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_J6-1-0
